textbox22,Textbox9,,,,,,,,,,,,,,,,,,,,
generated on 29/11/2020 14:52:32 UTC,Data from: All sites,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Chad,African Region of WHO,Middle Africa,2009,43,10/19/09,10/25/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,44,10/26/09,11/1/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,45,11/2/09,11/8/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,46,11/9/09,11/15/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,47,11/16/09,11/22/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,48,11/23/09,11/29/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,49,11/30/09,12/6/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,50,12/7/09,12/13/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,51,12/14/09,12/20/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,52,12/21/09,12/27/09,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2009,53,12/28/09,1/3/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,1,1/4/10,1/10/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,2,1/11/10,1/17/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,3,1/18/10,1/24/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,4,1/25/10,1/31/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,5,2/1/10,2/7/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,6,2/8/10,2/14/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,7,2/15/10,2/21/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,8,2/22/10,2/28/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,9,3/1/10,3/7/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,10,3/8/10,3/14/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,11,3/15/10,3/21/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,12,3/22/10,3/28/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,13,3/29/10,4/4/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,14,4/5/10,4/11/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,15,4/12/10,4/18/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,16,4/19/10,4/25/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,17,4/26/10,5/2/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,18,5/3/10,5/9/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,19,5/10/10,5/16/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,20,5/17/10,5/23/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,21,5/24/10,5/30/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,22,5/31/10,6/6/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,23,6/7/10,6/13/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,24,6/14/10,6/20/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,25,6/21/10,6/27/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,26,6/28/10,7/4/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,27,7/5/10,7/11/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,28,7/12/10,7/18/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,29,7/19/10,7/25/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,30,7/26/10,8/1/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,31,8/2/10,8/8/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,32,8/9/10,8/15/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,33,8/16/10,8/22/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,34,8/23/10,8/29/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,35,8/30/10,9/5/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,36,9/6/10,9/12/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,37,9/13/10,9/19/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,38,9/20/10,9/26/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,39,9/27/10,10/3/10,,,,,,,,,,,,,,,No Report
Chad,African Region of WHO,Middle Africa,2010,40,10/4/10,10/10/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,10,3/2/09,3/8/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,11,3/9/09,3/15/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,12,3/16/09,3/22/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,13,3/23/09,3/29/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,14,3/30/09,4/5/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,15,4/6/09,4/12/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,16,4/13/09,4/19/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,17,4/20/09,4/26/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,18,4/27/09,5/3/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,19,5/4/09,5/10/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,20,5/11/09,5/17/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,21,5/18/09,5/24/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,22,5/25/09,5/31/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,23,6/1/09,6/7/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,24,6/8/09,6/14/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,25,6/15/09,6/21/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,26,6/22/09,6/28/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,27,6/29/09,7/5/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,28,7/6/09,7/12/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,29,7/13/09,7/19/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,30,7/20/09,7/26/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,31,7/27/09,8/2/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,32,8/3/09,8/9/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,33,8/10/09,8/16/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,34,8/17/09,8/23/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,35,8/24/09,8/30/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,36,8/31/09,9/6/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,37,9/7/09,9/13/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,38,9/14/09,9/20/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,39,9/21/09,9/27/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,40,9/28/09,10/4/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,41,10/5/09,10/11/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,42,10/12/09,10/18/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,43,10/19/09,10/25/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,44,10/26/09,11/1/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,45,11/2/09,11/8/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,46,11/9/09,11/15/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,47,11/16/09,11/22/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,48,11/23/09,11/29/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,49,11/30/09,12/6/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,50,12/7/09,12/13/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,51,12/14/09,12/20/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,52,12/21/09,12/27/09,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2009,53,12/28/09,1/3/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,1,1/4/10,1/10/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,2,1/11/10,1/17/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,3,1/18/10,1/24/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,4,1/25/10,1/31/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,5,2/1/10,2/7/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,6,2/8/10,2/14/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,7,2/15/10,2/21/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,8,2/22/10,2/28/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,9,3/1/10,3/7/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,10,3/8/10,3/14/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,11,3/15/10,3/21/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,12,3/22/10,3/28/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,13,3/29/10,4/4/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,14,4/5/10,4/11/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,15,4/12/10,4/18/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,16,4/19/10,4/25/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,17,4/26/10,5/2/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,18,5/3/10,5/9/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,19,5/10/10,5/16/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,20,5/17/10,5/23/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,21,5/24/10,5/30/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,22,5/31/10,6/6/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,23,6/7/10,6/13/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,24,6/14/10,6/20/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,25,6/21/10,6/27/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,26,6/28/10,7/4/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,27,7/5/10,7/11/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,28,7/12/10,7/18/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,29,7/19/10,7/25/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,30,7/26/10,8/1/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,31,8/2/10,8/8/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,32,8/9/10,8/15/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,33,8/16/10,8/22/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,34,8/23/10,8/29/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,35,8/30/10,9/5/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,36,9/6/10,9/12/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,37,9/13/10,9/19/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,38,9/20/10,9/26/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,39,9/27/10,10/3/10,,,,,,,,,,,,,,,No Report
Congo,African Region of WHO,Middle Africa,2010,40,10/4/10,10/10/10,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,10,3/2/09,3/8/09,31,,,,,,,,,,7,7,7,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,11,3/9/09,3/15/09,10,10,,,,,,,,,1,1,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,12,3/16/09,3/22/09,23,,,,2,,,2,,,4,4,6,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,13,3/23/09,3/29/09,21,21,,,,,,,,,1,1,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,14,3/30/09,4/5/09,17,17,1,,,,,1,,,,,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,15,4/6/09,4/12/09,33,33,,,2,,,2,,,1,1,3,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,16,4/13/09,4/19/09,22,22,,,2,,1,3,,,,,3,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,17,4/20/09,4/26/09,29,29,,,2,,,2,,,4,4,6,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,18,4/27/09,5/3/09,6,6,,,,,1,1,,,,,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,19,5/4/09,5/10/09,45,45,10,,18,,7,35,,,1,1,36,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2009,20,5/11/09,5/17/09,52,52,,,19,,7,26,,,1,1,27,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2009,21,5/18/09,5/24/09,31,31,0,,5,,11,16,,,2,2,18,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2009,22,5/25/09,5/31/09,44,44,0,,18,,4,22,,,,,22,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2009,23,6/1/09,6/7/09,17,17,,,9,,2,11,,,,,11,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2009,24,6/8/09,6/14/09,25,25,,,16,,9,25,,,,,25,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2009,25,6/15/09,6/21/09,15,15,0,1,2,,1,4,,,1,1,5,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,26,6/22/09,6/28/09,27,27,0,1,3,,1,5,,,1,1,6,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,27,6/29/09,7/5/09,,,,,,,,,,,,,,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,28,7/6/09,7/12/09,37,37,3,0,2,0,0,5,0,0,0,0,5,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,29,7/13/09,7/19/09,40,40,4,0,3,0,0,7,0,0,0,0,7,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,30,7/20/09,7/26/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,31,7/27/09,8/2/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,32,8/3/09,8/9/09,17,17,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Côte d'Ivoire,African Region of WHO,Western Africa,2009,33,8/10/09,8/16/09,8,8,0,0,0,0,3,3,0,0,0,0,3,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,34,8/17/09,8/23/09,22,22,0,0,2,0,0,2,0,0,3,3,5,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,35,8/24/09,8/30/09,33,21,0,0,5,0,2,7,0,0,14,14,21,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,36,8/31/09,9/6/09,31,12,0,0,0,0,2,2,0,0,10,10,12,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,37,9/7/09,9/13/09,36,36,0,0,0,0,1,1,0,0,1,1,2,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,38,9/14/09,9/20/09,29,29,0,0,1,0,1,2,0,0,3,3,5,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,39,9/21/09,9/27/09,34,34,0,0,7,0,9,16,0,0,7,7,23,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2009,40,9/28/09,10/4/09,42,42,0,0,0,0,19,19,0,0,4,4,23,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,41,10/5/09,10/11/09,25,25,0,0,7,0,3,10,0,0,4,4,14,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,42,10/12/09,10/18/09,63,63,0,0,0,0,7,7,0,0,1,1,8,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,43,10/19/09,10/25/09,23,10,0,1,0,0,3,4,0,0,0,0,4,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2009,44,10/26/09,11/1/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,45,11/2/09,11/8/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,46,11/9/09,11/15/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,47,11/16/09,11/22/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,48,11/23/09,11/29/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,49,11/30/09,12/6/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,50,12/7/09,12/13/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,51,12/14/09,12/20/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,52,12/21/09,12/27/09,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2009,53,12/28/09,1/3/10,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2010,1,1/4/10,1/10/10,7,7,0,0,4,0,2,6,0,0,0,0,6,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,2,1/11/10,1/17/10,23,23,0,1,0,0,8,9,0,0,0,0,9,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,3,1/18/10,1/24/10,5,5,0,0,0,0,1,1,0,0,0,0,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,4,1/25/10,1/31/10,8,8,0,0,0,0,1,1,0,0,0,0,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,5,2/1/10,2/7/10,14,14,0,1,2,0,2,5,0,0,0,0,5,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,6,2/8/10,2/14/10,12,12,0,1,0,0,3,4,0,0,0,0,4,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,7,2/15/10,2/21/10,10,10,0,0,0,0,3,3,0,0,0,0,3,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,8,2/22/10,2/28/10,13,13,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,9,3/1/10,3/7/10,5,5,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,10,3/8/10,3/14/10,19,19,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,11,3/15/10,3/21/10,18,18,0,2,0,0,0,2,0,0,0,0,2,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2010,12,3/22/10,3/28/10,74,74,0,18,1,0,0,19,0,0,0,0,19,,Regional Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2010,13,3/29/10,4/4/10,27,27,0,4,0,0,1,5,0,0,0,0,5,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,14,4/5/10,4/11/10,35,35,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,15,4/12/10,4/18/10,11,11,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Côte d'Ivoire,African Region of WHO,Western Africa,2010,16,4/19/10,4/25/10,15,15,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,17,4/26/10,5/2/10,26,26,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Côte d'Ivoire,African Region of WHO,Western Africa,2010,18,5/3/10,5/9/10,31,31,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Côte d'Ivoire,African Region of WHO,Western Africa,2010,19,5/10/10,5/16/10,26,26,0,0,0,0,2,2,0,0,0,0,2,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,20,5/17/10,5/23/10,63,63,0,0,2,0,7,9,0,0,0,0,9,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,21,5/24/10,5/30/10,55,55,0,0,4,0,4,8,0,0,0,0,8,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,22,5/31/10,6/6/10,43,43,0,3,0,0,1,4,0,0,0,0,4,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,23,6/7/10,6/13/10,68,68,0,0,4,0,6,10,0,0,0,0,10,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,24,6/14/10,6/20/10,70,70,0,2,1,0,0,3,0,0,0,0,3,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,25,6/21/10,6/27/10,71,71,0,0,0,0,8,8,0,0,2,2,10,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,26,6/28/10,7/4/10,112,112,0,1,0,0,2,3,0,0,10,10,13,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2010,27,7/5/10,7/11/10,78,78,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,28,7/12/10,7/18/10,40,40,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,29,7/19/10,7/25/10,35,35,0,1,0,0,0,1,0,0,1,1,2,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,30,7/26/10,8/1/10,10,10,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Côte d'Ivoire,African Region of WHO,Western Africa,2010,31,8/2/10,8/8/10,21,21,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Côte d'Ivoire,African Region of WHO,Western Africa,2010,32,8/9/10,8/15/10,38,38,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Côte d'Ivoire,African Region of WHO,Western Africa,2010,33,8/16/10,8/22/10,21,21,0,4,0,0,1,5,0,0,3,3,8,,Local Outbreak
Côte d'Ivoire,African Region of WHO,Western Africa,2010,34,8/23/10,8/29/10,,,,,,,,,,,,,,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2010,35,8/30/10,9/5/10,26,26,0,0,0,0,1,1,0,0,0,0,1,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2010,36,9/6/10,9/12/10,23,23,0,1,1,0,0,2,0,0,0,0,2,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2010,37,9/13/10,9/19/10,17,17,0,0,0,0,0,0,0,0,0,0,0,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2010,38,9/20/10,9/26/10,49,49,0,1,0,0,0,1,0,0,1,1,2,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2010,39,9/27/10,10/3/10,45,45,0,0,0,0,1,1,0,0,1,1,2,,No Report
Côte d'Ivoire,African Region of WHO,Western Africa,2010,40,10/4/10,10/10/10,14,14,0,0,2,0,0,2,0,0,2,2,4,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2009,10,3/2/09,3/8/09,,,,,,,,,,,,,,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2009,11,3/9/09,3/15/09,,,,,,,,,,,,,,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2009,12,3/16/09,3/22/09,,,,,,,,,,,,,,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2009,13,3/23/09,3/29/09,,,,,,,,,,,,,,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2009,14,3/30/09,4/5/09,,,,,,,,,,,,,,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2009,15,4/6/09,4/12/09,,,,,,,,,,,,,,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2009,16,4/13/09,4/19/09,,,,,,,,,,,,,,,No Report
