Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
9/12/2020,133,0,11,11,31,32,24,18,11,5,1,0,67,64,2,36,7,20,33,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
5/17/2020,326,41,96,17,53,58,37,65,44,22,30,0,156,167,3,141,7,72,30,14,62,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,3,5,10,22,26,17,13,0,45,51,0,37,3,27,16,4,9
3/18/2020,162,1,40,2,31,32,40,23,18,11,5,0,80,82,0,19,8,64,62,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,6,8,9,9,6,0,12,28,0,6,3,23,7,0,1
10/6/2020,545,2,35,58,167,103,94,71,30,17,5,0,284,260,1,195,12,65,153,24,96,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,2,5,6,7,5,6,3,1,0,13,22,0,13,1,11,8,1,1
6/6/2020,171,20,38,18,33,23,36,28,20,9,4,0,88,82,1,82,1,25,24,6,33,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,15,0,13,8,0,2
9/7/2020,72,1,20,4,19,17,5,10,11,3,3,0,39,33,0,21,0,23,15,3,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,6,2,1,6,1,1,0,12,8,0,8,0,6,3,0,3
8/11/2020,388,4,26,49,104,73,66,48,37,7,4,0,186,200,2,164,5,76,77,15,51,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,1,0,3,1,4,9,4,4,0,17,8,1,4,0,9,11,1,1
6/26/2020,218,13,31,18,61,49,29,25,17,11,8,0,121,96,1,69,4,42,41,5,57,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,9,5,5,0,11,19,1,5,2,16,4,2,2
6/25/2020,248,11,23,22,69,65,36,21,20,11,4,0,123,125,0,85,3,57,42,10,51,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,4,6,1,0,13,10,0,6,0,13,2,1,1
7/17/2020,325,3,25,35,103,65,48,35,21,13,5,0,168,154,3,127,6,76,54,14,48,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,8,3,2,2,3,0,11,14,0,4,0,13,6,0,2
8/16/2020,121,3,18,10,40,29,9,15,10,6,1,1,56,63,2,27,6,17,41,9,21,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,0,6,0,1,2,5,2,2,0,11,6,1,11,1,5,0,0,1
7/31/2020,391,2,23,46,112,81,64,42,31,8,7,0,207,181,3,184,5,77,74,12,39,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,3,5,1,2,5,4,2,0,11,12,0,7,1,11,3,1,0
7/4/2020,63,5,17,8,16,10,13,6,7,2,1,0,33,28,2,12,1,17,13,3,17,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,0,1,0,2,2,0,1,5,2,3,2,0,9,8,0,1,0,10,1,1,4
6/8/2020,274,15,40,21,63,48,49,41,24,15,13,0,136,132,6,137,3,45,28,9,52,0,0,1,1,2,2,3,6,0,6,9,0,5,1,5,3,1,0,1,7,2,7,8,5,4,6,0,21,19,0,13,2,14,8,3,0
10/17/2020,531,5,50,66,135,113,94,55,43,15,10,0,262,267,2,207,14,69,113,22,106,0,0,0,1,0,1,0,3,0,2,3,0,3,0,2,0,0,0,2,7,4,5,5,9,9,9,0,35,14,1,13,2,17,9,2,7
7/10/2020,346,6,30,35,122,74,51,24,17,18,5,0,169,175,2,102,6,101,65,11,61,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,5,3,12,4,0,14,16,0,6,0,18,6,0,0
8/4/2020,363,2,33,47,105,68,53,38,31,17,4,0,198,161,4,169,10,68,60,13,43,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,9,7,2,0,19,14,0,10,3,15,5,0,0
7/1/2020,262,13,25,16,96,51,31,27,25,6,10,0,153,108,1,92,2,64,56,4,44,0,0,0,3,2,2,2,4,0,5,8,0,6,0,4,3,0,0,1,1,0,6,5,4,3,5,0,12,13,0,8,0,11,4,0,2
10/20/2020,1181,5,54,155,303,225,197,140,89,50,22,0,597,581,3,457,35,129,253,39,268,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,4,4,3,7,12,13,10,0,29,25,0,16,1,17,16,3,1
10/8/2020,587,3,33,79,173,110,64,80,55,18,8,0,297,288,2,225,12,83,143,22,102,0,0,0,2,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,5,1,2,5,9,3,8,0,16,17,0,3,0,17,6,3,4
3/19/2020,184,2,39,5,34,47,36,25,18,17,2,0,86,97,1,20,10,79,63,7,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,8,9,6,11,2,0,17,22,0,4,1,25,8,1,0
8/20/2020,398,3,22,46,113,76,59,58,32,10,4,0,221,175,2,172,6,69,86,16,49,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,4,1,1,0,12,10,0,11,1,4,6,0,0
10/16/2020,936,3,44,113,237,177,156,132,72,34,15,0,489,440,7,337,19,165,215,31,169,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,1,4,5,2,10,10,8,4,0,27,16,1,12,1,11,9,3,8
10/2/2020,398,3,28,44,99,94,56,41,24,30,10,0,199,198,1,164,10,42,98,21,63,0,0,0,0,1,0,2,0,0,1,2,0,1,0,1,1,0,0,0,4,4,3,3,5,4,5,0,16,11,1,6,2,8,10,1,1
3/23/2020,291,3,107,4,46,56,53,56,30,35,11,0,141,150,0,38,13,135,74,11,20,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,5,16,13,18,18,26,10,0,51,55,1,17,5,67,12,5,1
5/18/2020,946,33,111,67,236,152,189,149,83,47,23,0,495,440,11,429,10,149,72,37,249,0,0,2,2,2,5,10,12,0,13,20,0,10,1,13,9,0,0,1,14,11,15,20,13,20,17,0,51,60,0,40,0,45,14,5,7
9/25/2020,369,3,37,44,96,76,65,45,25,12,6,0,195,171,3,167,9,50,51,12,80,0,0,0,1,1,0,0,1,0,1,2,0,1,0,2,0,0,0,2,7,7,9,3,5,3,1,0,20,17,0,14,0,11,6,2,4
8/7/2020,419,2,25,65,108,85,55,48,35,13,10,0,199,219,1,184,9,69,87,17,53,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,3,5,0,5,5,2,3,0,14,11,0,9,0,12,2,1,1
10/1/2020,353,4,28,50,116,67,40,49,14,15,2,0,174,178,1,148,4,28,90,24,59,0,0,0,0,2,1,1,0,0,1,3,0,2,1,1,0,0,0,1,3,4,2,4,7,5,2,0,16,12,0,10,1,8,3,1,5
7/26/2020,96,6,17,7,23,25,11,16,8,4,2,0,48,48,0,28,3,18,26,4,17,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,1,6,4,1,2,0,8,9,0,4,0,8,3,1,1
6/18/2020,184,14,30,24,43,34,30,29,9,5,10,0,94,86,4,80,3,31,25,5,40,0,0,1,1,0,5,4,3,0,7,7,0,6,0,7,1,0,0,2,2,5,3,1,4,6,7,0,16,14,0,11,0,9,9,0,1
10/18/2020,330,1,47,26,81,84,57,41,20,16,5,0,162,166,2,69,7,52,105,13,84,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,3,7,7,8,10,5,0,19,28,0,19,0,8,13,1,6
4/18/2020,535,39,164,12,89,101,96,90,81,44,22,0,244,286,5,177,19,161,60,20,98,0,0,0,3,4,8,12,12,0,20,19,0,12,5,20,2,0,0,1,7,18,19,36,39,27,17,0,62,102,0,53,4,75,22,8,2
4/2/2020,438,15,171,2,59,69,85,92,58,40,33,0,209,224,5,87,12,225,58,18,38,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,32,36,30,21,0,70,100,1,39,3,98,20,10,1
5/10/2020,307,39,100,17,60,52,64,42,41,14,17,0,138,168,1,121,7,64,38,14,63,0,0,1,3,2,11,8,14,0,15,24,0,16,1,15,6,1,0,2,7,7,18,9,31,15,11,0,37,62,1,44,4,32,12,6,2
9/6/2020,141,2,12,16,43,29,17,18,10,3,5,0,72,68,1,55,0,27,37,2,20,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,3,2,3,0,8,4,0,4,0,4,1,0,3
3/21/2020,125,2,66,0,18,25,20,28,16,13,5,0,53,72,0,25,6,61,26,3,4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,8,19,11,14,4,0,23,43,0,13,4,34,12,2,1
4/3/2020,467,24,164,2,72,64,77,94,79,49,30,0,255,211,1,113,24,183,80,17,50,0,0,1,2,2,4,6,9,0,12,12,0,3,0,19,2,0,0,2,7,11,23,27,40,33,21,0,77,86,1,37,4,91,22,6,4
5/31/2020,121,22,39,16,28,20,22,12,13,5,5,0,59,61,1,45,1,40,7,0,28,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,6,13,3,2,0,16,23,0,12,1,23,1,0,2
6/16/2020,212,11,24,18,60,37,32,32,21,3,9,0,118,92,2,75,5,52,21,5,54,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,4,2,3,3,5,2,4,0,16,8,0,7,1,12,3,0,1
7/18/2020,134,4,19,13,38,25,21,20,9,5,3,0,62,72,0,41,1,42,20,5,25,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,1,2,3,3,7,2,0,10,9,0,2,0,11,2,2,2
5/16/2020,516,28,103,35,107,87,93,77,60,35,22,0,279,231,6,203,11,98,51,16,137,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,19,16,17,0,51,51,1,37,4,33,15,1,13
3/20/2020,155,0,54,2,23,22,32,30,27,15,4,0,72,83,0,20,6,78,38,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,12,16,11,2,0,19,35,0,8,1,37,7,1,0
3/24/2020,350,2,122,1,59,67,58,56,61,34,14,0,158,191,1,63,13,156,84,9,25,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,3,11,14,29,28,22,14,0,50,72,0,23,0,74,18,5,2
6/17/2020,219,21,29,18,57,33,32,30,23,13,13,0,109,109,1,98,3,43,31,6,38,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,3,2,6,5,7,0,17,12,0,7,1,17,3,1,0
6/21/2020,47,11,18,4,16,11,3,7,2,3,1,0,28,19,0,16,1,10,6,2,12,0,0,1,0,1,3,3,3,0,6,5,0,4,0,3,4,0,0,1,2,2,1,3,3,5,1,0,13,5,0,8,0,7,2,1,0
6/20/2020,124,10,20,18,32,17,21,19,5,9,3,0,64,60,0,69,1,15,18,4,17,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,1,0
6/23/2020,232,8,27,12,72,43,36,27,16,17,9,0,116,115,1,95,7,41,47,4,38,0,0,0,0,0,3,2,3,0,3,5,0,3,0,4,1,0,0,0,3,2,5,4,4,3,6,0,18,9,0,10,0,8,4,4,1
